SKUs;qty;EcoTaxe;AMZ_BE;AMZ_BE_PrixPromo;AMZ_BE_DateDebut;AMZ_BE_DateFin;AMZ_DE;AMZ_DE_PrixPromo;AMZ_DE_DateDebut;AMZ_DE_DateFin;AMZ_ES;AMZ_ES_PrixPromo;AMZ_ES_DateDebut;AMZ_ES_DateFin;AMZ_FR;AMZ_FR_PrixPromo;AMZ_FR_DateDebut;AMZ_FR_DateFin;AMZ_IT;AMZ_IT_PrixPromo;AMZ_IT_DateDebut;AMZ_IT_DateFin;AMZ_Prime;AMZ_Prime_PrixPromo;AMZ_Prime_DateDebut;AMZ_Prime_DateFin;Cdiscount;Cdiscount_PrixPromo;Cdiscount_DateDebut;Cdiscount_DateFin;Cdiscount_FF;Cdiscount_FF_PrixPromo;Cdiscount_FF_DateDebut;Cdiscount_FF_DateFin;LeroyMerlin;LeroyMerlin_PrixPromo;LeroyMerlin_DateDebut;LeroyMerlin_DateFin;LeroyMerlin_FF;LeroyMerlin_FF_PrixPromo;LeroyMerlin_FF_DateDebut;LeroyMerlin_FF_DateFin;Mano_DE;Mano_DE_PrixPromo;Mano_DE_DateDebut;Mano_DE_DateFin;Mano_DE_FF;Mano_DE_FF_PrixPromo;Mano_DE_FF_DateDebut;Mano_DE_FF_DateFin;Mano_ES;Mano_ES_PrixPromo;Mano_ES_DateDebut;Mano_ES_DateFin;Mano_ES_FF;Mano_ES_FF_PrixPromo;Mano_ES_FF_DateDebut;Mano_ES_FF_DateFin;Mano_FR;Mano_FR_PrixPromo;Mano_FR_DateDebut;Mano_FR_DateFin;Mano_FR_FF;Mano_FR_FF_PrixPromo;Mano_FR_FF_DateDebut;Mano_FR_FF_DateFin;Mano_IT;Mano_IT_PrixPromo;Mano_IT_DateDebut;Mano_IT_DateFin;Mano_IT_FF;Mano_IT_FF_PrixPromo;Mano_IT_FF_DateDebut;Mano_IT_FF_DateFin;Mano_Pro;Mano_Pro_PrixPromo;Mano_Pro_DateDebut;Mano_Pro_DateFin;Mano_Pro_FF;Mano_Pro_FF_PrixPromo;Mano_Pro_FF_DateDebut;Mano_Pro_FF_DateFin;Autres;Autres_PrixPromo;Autres_DateDebut;Autres_DateFin;PxReference;Mano_Qte_1;Mano_Rmz_Qte_1;Mano_Qte_2;Mano_Rmz_Qte_2;Mano_Qte_3;Mano_Rmz_Qte_3;Cdiscount_CategoryCode;Cdiscount_Frais_BigParcelEco
15035;1;0.5;44.99;0;;;44.99;0;;;44.99;0;;;44.99;0;;;44.99;0;;;0;0;;;44.99;0;;;0;0;;;44.99;0;;;44.99;0;;;44.99;0;;;0;0;;;44.99;0;;;0;0;;;44.99;0;;;0;0;;;44.99;0;;;0;0;;;43.64;0;;;0;0;;;44.99;0;;;0;0;0;0;0;0;0;;
15036;239;0.29;8.99;7.19;2025-07-01;2025-07-28;8.99;7.19;2025-07-01;2025-07-28;8.99;7.19;2025-07-01;2025-07-28;8.99;7.19;2025-06-25;2025-07-22;8.99;7.19;2025-07-01;2025-07-28;16.66;15.02;2025-06-25;2025-07-22;8.99;0;;;14.99;0;;;8.99;7.19;2025-06-25;2025-07-22;9.99;0;;;8.99;0;;;9.99;0;;;8.99;0;;;9.99;0;;;8.99;0;;;9.99;0;;;8.99;0;;;9.99;0;;;8.72;0;;;9.69;0;;;8.99;7.19;2025-06-25;2025-07-22;10.07;0;0;0;0;0;0;;
15037;145;0.01;4.59;0;;;4.59;0;;;4.59;0;;;4.59;0;;;4.59;0;;;12.26;0;;;4.59;0;;;0;0;;;4.59;0;;;4.59;0;;;4.59;0;;;0;0;;;4.59;0;;;0;0;;;4.59;0;;;0;0;;;4.59;0;;;0;0;;;4.45;0;;;0;0;;;4.59;0;;;5.14;0;0;0;0;0;0;;
15038;16;0.01;4.79;0;;;4.79;0;;;4.79;0;;;4.79;0;;;4.79;0;;;12.61;0;;;4.79;0;;;0;0;;;4.79;0;;;4.79;0;;;4.79;0;;;0;0;;;4.79;0;;;0;0;;;4.79;0;;;0;0;;;4.79;0;;;0;0;;;4.65;0;;;0;0;;;4.79;0;;;5.36;0;0;0;0;0;0;;
15039;142;0.79;62.99;0;;;62.99;0;;;62.99;0;;;62.99;0;;;62.99;0;;;71.92;0;;;62.99;0;;;0;0;;;62.99;53.54;2025-07-02;2025-07-29;62.99;0;;;62.99;0;;;69.99;62.99;2025-07-01;2025-07-28;62.99;0;;;69.99;62.99;2025-07-01;2025-07-28;62.99;0;;;69.99;62.99;2025-06-25;2025-07-22;62.99;0;;;69.99;62.99;2025-07-01;2025-07-28;61.1;0;;;67.89;61.1;2025-06-25;2025-07-22;62.99;0;;;70.84;0;0;0;0;0;0;;
15040;183;1.39;89.99;0;;;89.99;0;;;89.99;0;;;89.99;0;;;89.99;0;;;100.59;0;;;89.99;0;;;0;0;;;89.99;79.19;2025-07-02;2025-07-29;89.99;0;;;89.99;0;;;119;95.2;2025-07-01;2025-07-28;89.99;0;;;119;95.2;2025-07-01;2025-07-28;89.99;0;;;119;95.2;2025-06-25;2025-07-22;89.99;0;;;119;95.2;2025-07-01;2025-07-28;87.29;0;;;115.43;92.34;2025-06-25;2025-07-22;89.99;0;;;100.79;0;0;0;0;0;0;;
15041;0;0.06;29.99;0;;;29.99;0;;;29.99;0;;;29.99;0;;;29.99;0;;;37.66;0;;;29.99;0;;;0;0;;;29.99;0;;;29.99;0;;;29.99;0;;;37.99;0;;;29.99;0;;;37.99;0;;;29.99;0;;;37.99;0;;;29.99;0;;;37.99;0;;;29.09;0;;;36.85;0;;;29.99;0;;;33.59;0;0;0;0;0;0;8020301;
15042;335;0.06;54.99;0;;;54.99;0;;;54.99;0;;;54.99;0;;;54.99;0;;;0;0;;;54.99;0;;;69.99;59.49;2025-06-25;2025-07-22;54.99;0;;;54.99;0;;;54.99;0;;;69.99;62.99;2025-07-01;2025-07-28;54.99;0;;;69.99;62.99;2025-07-01;2025-07-28;54.99;0;;;69.99;62.99;2025-06-25;2025-07-22;54.99;0;;;69.99;62.99;2025-07-01;2025-07-28;53.34;0;;;67.89;61.1;2025-06-25;2025-07-22;54.99;0;;;61.58;0;0;0;0;0;0;8020301;
15043;365;0.1;19.99;16.99;2025-07-01;2025-07-28;19.99;16.99;2025-07-01;2025-07-28;19.99;16.99;2025-07-01;2025-07-28;19.99;16.99;2025-06-25;2025-07-22;19.99;16.99;2025-07-01;2025-07-28;27.66;24.81;2025-06-25;2025-07-22;19.99;16.99;2025-06-25;2025-07-22;0;0;;;19.99;16.99;2025-06-25;2025-07-22;19.99;0;;;19.99;0;;;23.99;21.59;2025-07-01;2025-07-28;19.99;0;;;23.99;21.59;2025-07-01;2025-07-28;19.99;0;;;23.99;21.59;2025-06-25;2025-07-22;19.99;0;;;23.99;21.59;2025-07-01;2025-07-28;19.39;0;;;23.27;20.94;2025-06-25;2025-07-22;19.99;16.99;2025-06-25;2025-07-22;22.39;0;0;0;0;0;0;0H0B0Q01;
15044;333;0.1;29.99;23.99;2025-07-01;2025-07-28;29.99;23.99;2025-07-01;2025-07-28;29.99;23.99;2025-07-01;2025-07-28;29.99;23.99;2025-06-25;2025-07-22;29.99;23.99;2025-07-01;2025-07-28;37.66;31.82;2025-06-25;2025-07-22;29.99;0;;;33.99;27.19;2025-06-25;2025-07-22;29.99;23.99;2025-06-25;2025-07-22;29.99;0;;;29.99;0;;;33.99;28.89;2025-07-01;2025-07-28;29.99;0;;;33.99;28.89;2025-07-01;2025-07-28;29.99;0;;;33.99;28.89;2025-06-25;2025-07-22;29.99;0;;;33.99;28.89;2025-07-01;2025-07-28;29.09;0;;;32.97;28.02;2025-06-25;2025-07-22;29.99;23.99;2025-06-25;2025-07-22;33.59;0;0;0;0;0;0;0H0B0Q01;
15045;440;0;14.99;11.99;2025-07-01;2025-07-28;14.99;11.99;2025-07-01;2025-07-28;14.99;11.99;2025-07-01;2025-07-28;14.99;11.99;2025-06-25;2025-07-22;14.99;11.99;2025-07-01;2025-07-28;22.66;19.82;2025-06-25;2025-07-22;14.99;11.99;2025-06-25;2025-07-22;0;0;;;14.99;11.99;2025-06-25;2025-07-22;16.99;0;;;14.99;0;;;19.99;16.99;2025-07-01;2025-07-28;14.99;0;;;19.99;16.99;2025-07-01;2025-07-28;14.99;0;;;19.99;16.99;2025-06-25;2025-07-22;14.99;0;;;19.99;16.99;2025-07-01;2025-07-28;14.54;0;;;19.39;16.48;2025-06-25;2025-07-22;14.99;11.99;2025-06-25;2025-07-22;16.79;0;0;0;0;0;0;;
15046;605;0.05;2.49;0;;;2.49;0;;;2.49;0;;;2.49;0;;;2.49;0;;;10.31;0;;;2.49;0;;;0;0;;;2.49;0;;;2.49;0;;;2.49;0;;;0;0;;;2.49;0;;;0;0;;;2.49;0;;;0;0;;;2.49;0;;;0;0;;;2.42;0;;;0;0;;;2.49;0;;;2.78;0;0;0;0;0;0;;
15047;452;0.14;4.29;0;;;4.29;0;;;4.29;0;;;4.29;0;;;4.29;0;;;12.11;0;;;4.29;0;;;0;0;;;4.29;0;;;4.29;0;;;4.29;0;;;0;0;;;4.29;0;;;0;0;;;4.29;0;;;0;0;;;4.29;0;;;0;0;;;4.16;0;;;0;0;;;4.29;0;;;4.8;2;2;4;4;6;6;;
15048;405;0.3;5.29;0;;;5.29;0;;;5.29;0;;;5.29;0;;;5.29;0;;;13.11;0;;;5.29;0;;;0;0;;;5.29;0;;;5.29;0;;;5.29;0;;;0;0;;;5.29;0;;;0;0;;;5.29;0;;;0;0;;;5.29;0;;;0;0;;;5.13;0;;;0;0;;;5.29;0;;;5.95;2;2;4;4;6;6;;
15049;387;0.3;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;17.81;0;;;9.99;0;;;0;0;;;9.99;0;;;9.99;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.69;0;;;0;0;;;9.99;0;;;11.18;2;2;4;4;6;6;;
15050;599;0.49;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;22.81;0;;;14.99;0;;;0;0;;;14.99;0;;;14.99;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.54;0;;;0;0;;;14.99;0;;;16.79;2;2;4;4;6;6;;
15051;348;0.79;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;22.19;0;;;13.99;0;;;0;0;;;13.99;0;;;13.99;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.57;0;;;0;0;;;13.99;0;;;15.67;2;2;4;4;6;6;;
15052;249;1.39;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;36.84;0;;;26.99;0;;;0;0;;;26.99;0;;;26.99;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.18;0;;;0;0;;;26.99;0;;;30.23;2;2;4;4;6;6;;
15053;136;1.39;38.99;0;;;38.99;0;;;38.99;0;;;38.99;0;;;38.99;0;;;49.39;0;;;38.99;0;;;0;0;;;38.99;0;;;38.99;0;;;38.99;0;;;0;0;;;38.99;0;;;0;0;;;38.99;0;;;0;0;;;38.99;0;;;0;0;;;37.82;0;;;0;0;;;38.99;0;;;43.67;2;2;4;4;6;6;;
15054;290;0.79;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;13.99;0;;;22.19;0;;;13.99;0;;;0;0;;;13.99;0;;;13.99;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.99;0;;;0;0;;;13.57;0;;;0;0;;;13.99;0;;;15.67;2;2;4;4;6;6;;
15055;226;1.39;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;36.84;0;;;26.99;0;;;0;0;;;26.99;0;;;26.99;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.18;0;;;0;0;;;26.99;0;;;30.23;2;2;4;4;6;6;;
15056;155;1.39;38.99;0;;;38.99;0;;;38.99;0;;;38.99;0;;;38.99;0;;;49.92;0;;;38.99;0;;;0;0;;;38.99;0;;;38.99;0;;;38.99;0;;;0;0;;;38.99;0;;;0;0;;;38.99;0;;;0;0;;;38.99;0;;;0;0;;;37.82;0;;;0;0;;;38.99;0;;;43.67;2;2;4;4;6;6;;
15057;26;0;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;4.99;0;;;12.66;0;;;4.99;0;;;0;0;;;4.99;0;;;4.99;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.99;0;;;0;0;;;4.84;0;;;0;0;;;4.99;0;;;5.59;0;0;0;0;0;0;;
15058;21;0.06;45.99;0;;;45.99;0;;;45.99;0;;;45.99;0;;;45.99;0;;;57.7;0;;;45.99;0;;;0;0;;;45.99;0;;;45.99;0;;;45.99;0;;;0;0;;;45.99;0;;;0;0;;;45.99;0;;;0;0;;;45.99;0;;;0;0;;;44.61;0;;;0;0;;;45.99;0;;;0;0;0;0;0;0;0;;
15062;1;3.02;69.99;0;;;69.99;0;;;69.99;0;;;69.99;0;;;69.99;0;;;77.66;0;;;69.99;59.49;2025-06-25;2025-07-22;0;0;;;69.99;0;;;69.99;0;;;69.99;0;;;0;0;;;69.99;0;;;0;0;;;69.99;0;;;0;0;;;69.99;0;;;0;0;;;67.89;0;;;0;0;;;69.99;41.99;2025-06-25;2025-07-22;78.39;0;0;0;0;0;0;;
15063;4;0;29.9;0;;;29.9;0;;;29.9;0;;;29.9;0;;;29.9;0;;;37.57;0;;;29.9;0;;;0;0;;;29.9;0;;;29.9;0;;;29.9;0;;;0;0;;;29.9;0;;;0;0;;;29.9;0;;;0;0;;;29.9;0;;;0;0;;;29;0;;;0;0;;;29.9;0;;;33.49;0;0;0;0;0;0;;
15064;10;0.1;45.99;0;;;45.99;0;;;45.99;0;;;45.99;0;;;45.99;0;;;53.81;0;;;45.99;0;;;0;0;;;45.99;0;;;45.99;0;;;45.99;0;;;0;0;;;45.99;0;;;0;0;;;45.99;0;;;0;0;;;45.99;0;;;0;0;;;44.61;0;;;0;0;;;45.99;0;;;70.14;0;0;0;0;0;0;;
15065;9;0.09;79.99;0;;;79.99;0;;;79.99;0;;;79.99;0;;;79.99;0;;;87.66;0;;;79.99;0;;;0;0;;;79.99;0;;;79.99;0;;;79.99;0;;;0;0;;;79.99;0;;;0;0;;;79.99;0;;;0;0;;;79.99;0;;;0;0;;;77.59;0;;;0;0;;;79.99;0;;;90.94;0;0;0;0;0;0;;
15067;0;1.6;999;899.1;2025-07-01;2025-07-28;999;899.1;2025-07-01;2025-07-28;999;899.1;2025-07-01;2025-07-28;999;899.1;2025-06-25;2025-07-22;999;899.1;2025-07-01;2025-07-28;1011.94;912.3;2025-06-25;2025-07-22;999;899.1;2025-06-25;2025-07-22;0;0;;;999;899.1;2025-06-25;2025-07-22;999;0;;;999;899.1;2025-07-01;2025-07-28;0;0;;;999;899.1;2025-07-01;2025-07-28;0;0;;;999;899.1;2025-06-25;2025-07-22;0;0;;;999;899.1;2025-07-01;2025-07-28;0;0;;;969.03;872.13;2025-06-25;2025-07-22;0;0;;;999;899.1;2025-06-25;2025-07-22;0;0;0;0;0;0;0;;
15068;1;3;1599;1439.1;2025-07-01;2025-07-28;1599;1439.1;2025-07-01;2025-07-28;1599;1439.1;2025-07-01;2025-07-28;1599;1439.1;2025-06-25;2025-07-22;1599;1439.1;2025-07-01;2025-07-28;1616.31;1456.76;2025-06-25;2025-07-22;1599;1439.1;2025-06-25;2025-07-22;0;0;;;1599;1439.1;2025-06-25;2025-07-22;1599;0;;;1599;1439.1;2025-07-01;2025-07-28;0;0;;;1599;1439.1;2025-07-01;2025-07-28;0;0;;;1599;1439.1;2025-06-25;2025-07-22;0;0;;;1599;1439.1;2025-07-01;2025-07-28;0;0;;;1551.03;1395.93;2025-06-25;2025-07-22;0;0;;;1599;1439.1;2025-06-25;2025-07-22;0;0;0;0;0;0;0;;
15069;3;0.25;109;98.1;2025-07-01;2025-07-28;109;98.1;2025-07-01;2025-07-28;109;98.1;2025-07-01;2025-07-28;109;98.1;2025-06-25;2025-07-22;109;98.1;2025-07-01;2025-07-28;116.67;105.92;2025-06-25;2025-07-22;109;98.1;2025-06-25;2025-07-22;0;0;;;109;98.1;2025-06-25;2025-07-22;109;0;;;109;98.1;2025-07-01;2025-07-28;0;0;;;109;98.1;2025-07-01;2025-07-28;0;0;;;109;98.1;2025-06-25;2025-07-22;0;0;;;109;98.1;2025-07-01;2025-07-28;0;0;;;105.73;95.16;2025-06-25;2025-07-22;0;0;;;109;98.1;2025-06-25;2025-07-22;0;0;0;0;0;0;0;;
15071;0;1.2;479;431.1;2025-07-01;2025-07-28;479;431.1;2025-07-01;2025-07-28;479;431.1;2025-07-01;2025-07-28;479;431.1;2025-06-25;2025-07-22;479;431.1;2025-07-01;2025-07-28;490.48;442.81;2025-06-25;2025-07-22;479;431.1;2025-06-25;2025-07-22;0;0;;;479;431.1;2025-06-25;2025-07-22;479;0;;;479;431.1;2025-07-01;2025-07-28;0;0;;;479;431.1;2025-07-01;2025-07-28;0;0;;;479;431.1;2025-06-25;2025-07-22;0;0;;;479;431.1;2025-07-01;2025-07-28;0;0;;;464.63;418.17;2025-06-25;2025-07-22;0;0;;;479;431.1;2025-06-25;2025-07-22;0;0;0;0;0;0;0;;
15072;2;2.1;699;629.1;2025-07-01;2025-07-28;699;629.1;2025-07-01;2025-07-28;699;629.1;2025-07-01;2025-07-28;699;629.1;2025-06-25;2025-07-22;699;629.1;2025-07-01;2025-07-28;712.68;643.05;2025-06-25;2025-07-22;699;629.1;2025-06-25;2025-07-22;0;0;;;699;629.1;2025-06-25;2025-07-22;699;0;;;699;629.1;2025-07-01;2025-07-28;0;0;;;699;629.1;2025-07-01;2025-07-28;0;0;;;699;629.1;2025-06-25;2025-07-22;0;0;;;699;629.1;2025-07-01;2025-07-28;0;0;;;678.03;610.23;2025-06-25;2025-07-22;0;0;;;699;629.1;2025-06-25;2025-07-22;0;0;0;0;0;0;0;;
15073;27;0;6.95;0;;;6.95;0;;;6.95;0;;;6.95;0;;;6.95;0;;;14.62;0;;;6.95;0;;;0;0;;;6.95;0;;;6.95;0;;;6.95;0;;;0;0;;;6.95;0;;;0;0;;;6.95;0;;;0;0;;;6.95;0;;;0;0;;;6.74;0;;;0;0;;;6.95;0;;;0;0;0;0;0;0;0;;
15074;14;0;9.95;0;;;9.95;0;;;9.95;0;;;9.95;0;;;9.95;0;;;17.62;0;;;9.95;0;;;0;0;;;9.95;0;;;9.95;0;;;9.95;0;;;0;0;;;9.95;0;;;0;0;;;9.95;0;;;0;0;;;9.95;0;;;0;0;;;9.65;0;;;0;0;;;9.95;0;;;11.15;0;0;0;0;0;0;;
15075;69;0;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.66;0;;;2.99;2.54;2025-06-25;2025-07-22;0;0;;;2.99;0;;;3.99;0;;;2.99;2.54;2025-07-01;2025-07-28;0;0;;;2.99;2.54;2025-07-01;2025-07-28;0;0;;;2.99;2.54;2025-06-25;2025-07-22;0;0;;;2.99;2.54;2025-07-01;2025-07-28;0;0;;;2.9;2.47;2025-06-25;2025-07-22;0;0;;;2.99;1.94;2025-06-25;2025-07-22;3.56;0;0;0;0;0;0;;
15076;150;0;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;3.99;0;;;11.66;0;;;3.99;3.39;2025-06-25;2025-07-22;0;0;;;3.99;0;;;4.99;0;;;3.99;3.39;2025-07-01;2025-07-28;0;0;;;3.99;3.39;2025-07-01;2025-07-28;0;0;;;3.99;3.39;2025-06-25;2025-07-22;0;0;;;3.99;3.39;2025-07-01;2025-07-28;0;0;;;3.87;3.29;2025-06-25;2025-07-22;0;0;;;3.99;2.59;2025-06-25;2025-07-22;4.46;0;0;0;0;0;0;;
15077;16;0;16.95;0;;;16.95;0;;;16.95;0;;;16.95;0;;;16.95;0;;;24.62;0;;;16.95;0;;;0;0;;;16.95;0;;;16.95;0;;;16.95;0;;;0;0;;;16.95;0;;;0;0;;;16.95;0;;;0;0;;;16.95;0;;;0;0;;;16.44;0;;;0;0;;;16.95;0;;;0;0;0;0;0;0;0;;
15078;17;0;17.95;0;;;17.95;0;;;17.95;0;;;17.95;0;;;17.95;0;;;25.62;0;;;17.95;0;;;0;0;;;17.95;0;;;17.95;0;;;17.95;0;;;0;0;;;17.95;0;;;0;0;;;17.95;0;;;0;0;;;17.95;0;;;0;0;;;17.41;0;;;0;0;;;17.95;0;;;0;0;0;0;0;0;0;;
15079;6;0.07;11.95;0;;;11.95;0;;;11.95;0;;;11.95;0;;;11.95;0;;;19.62;0;;;11.95;0;;;0;0;;;11.95;0;;;11.95;0;;;11.95;0;;;0;0;;;11.95;0;;;0;0;;;11.95;0;;;0;0;;;11.95;0;;;0;0;;;11.59;0;;;0;0;;;11.95;0;;;0;0;0;0;0;0;0;;
15080;16;0;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;26.99;0;;;34.66;0;;;26.99;0;;;0;0;;;26.99;0;;;26.99;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.99;0;;;0;0;;;26.18;0;;;0;0;;;26.99;0;;;30.23;0;0;0;0;0;0;;
15081;7;0;28.9;0;;;28.9;0;;;28.9;0;;;28.9;0;;;28.9;0;;;36.57;0;;;28.9;0;;;0;0;;;28.9;0;;;28.9;0;;;28.9;0;;;0;0;;;28.9;0;;;0;0;;;28.9;0;;;0;0;;;28.9;0;;;0;0;;;28.03;0;;;0;0;;;28.9;0;;;32.36;0;0;0;0;0;0;;
15082;7;0;79.99;0;;;79.99;0;;;79.99;0;;;79.99;0;;;79.99;0;;;88.19;0;;;79.99;0;;;0;0;;;79.99;0;;;79.99;0;;;79.99;0;;;0;0;;;79.99;0;;;0;0;;;79.99;0;;;0;0;;;79.99;0;;;0;0;;;77.59;0;;;0;0;;;79.99;0;;;89.59;0;0;0;0;0;0;;
15083;9;0.07;49.99;0;;;49.99;0;;;49.99;0;;;49.99;0;;;49.99;0;;;57.66;0;;;49.99;0;;;0;0;;;49.99;0;;;49.99;0;;;49.99;0;;;0;0;;;49.99;0;;;0;0;;;49.99;0;;;0;0;;;49.99;0;;;0;0;;;48.49;0;;;0;0;;;49.99;0;;;57.38;0;0;0;0;0;0;;
15084;5;0;54.99;0;;;54.99;0;;;54.99;0;;;54.99;0;;;54.99;0;;;63.36;0;;;54.99;0;;;0;0;;;54.99;0;;;54.99;0;;;54.99;0;;;0;0;;;54.99;0;;;0;0;;;54.99;0;;;0;0;;;54.99;0;;;0;0;;;53.34;0;;;0;0;;;54.99;0;;;61.58;0;0;0;0;0;0;;
15086;84;0;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;9.99;0;;;19.47;0;;;9.99;0;;;0;0;;;9.99;0;;;9.99;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.99;0;;;0;0;;;9.69;0;;;0;0;;;9.99;0;;;11.58;0;0;0;0;0;0;;
15087;45;0;20.99;0;;;20.99;0;;;20.99;0;;;20.99;0;;;20.99;0;;;34.21;0;;;20.99;0;;;0;0;;;20.99;0;;;20.99;0;;;20.99;0;;;0;0;;;20.99;0;;;0;0;;;20.99;0;;;0;0;;;20.99;0;;;0;0;;;20.36;0;;;0;0;;;20.99;0;;;26.21;0;0;0;0;0;0;;
15088;59;0;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;14.99;0;;;23.75;0;;;14.99;0;;;0;0;;;14.99;0;;;15.75;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.99;0;;;0;0;;;14.54;0;;;0;0;;;14.99;0;;;18.13;0;0;0;0;0;0;;
15089;1;0;39.99;0;;;39.99;0;;;39.99;0;;;39.99;0;;;39.99;0;;;53.21;0;;;39.99;0;;;0;0;;;39.99;0;;;39.99;0;;;39.99;0;;;0;0;;;39.99;0;;;0;0;;;39.99;0;;;0;0;;;39.99;0;;;0;0;;;38.79;0;;;0;0;;;39.99;0;;;44.79;0;0;0;0;0;0;;
15090;266;0;1.89;0;;;1.89;0;;;1.89;0;;;1.89;0;;;1.89;0;;;9.56;0;;;1.89;0;;;0;0;;;1.89;0;;;1.89;0;;;1.89;0;;;0;0;;;1.89;0;;;0;0;;;1.89;0;;;0;0;;;1.89;0;;;0;0;;;1.83;0;;;0;0;;;1.89;0;;;2.11;0;0;0;0;0;0;;
15091;1;0;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;17.99;0;;;26.75;0;;;17.99;0;;;0;0;;;17.99;0;;;17.99;0;;;17.99;0;;;0;0;;;17.99;0;;;0;0;;;17.99;0;;;0;0;;;17.99;0;;;0;0;;;17.45;0;;;0;0;;;17.99;0;;;20.15;0;0;0;0;0;0;;
15092;25;0;12.9;0;;;12.9;0;;;12.9;0;;;12.9;0;;;12.9;0;;;21.1;0;;;12.9;0;;;0;0;;;12.9;0;;;12.9;0;;;12.9;0;;;0;0;;;12.9;0;;;0;0;;;12.9;0;;;0;0;;;12.9;0;;;0;0;;;12.51;0;;;0;0;;;12.9;0;;;14.74;0;0;0;0;0;0;;
15093;0;0;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.66;0;;;2.99;0;;;0;0;;;2.99;0;;;2.99;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.9;0;;;0;0;;;2.99;0;;;3.35;0;0;0;0;0;0;;
15094;15;0;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.81;0;;;2.99;0;;;0;0;;;2.99;0;;;2.99;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.9;0;;;0;0;;;2.99;0;;;3.12;0;0;0;0;0;0;;
15095;24;0;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;2.99;0;;;10.81;0;;;2.99;0;;;0;0;;;2.99;0;;;2.99;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.99;0;;;0;0;;;2.9;0;;;0;0;;;2.99;0;;;3.12;0;0;0;0;0;0;;
15096;11;0;3.69;0;;;3.69;0;;;3.69;0;;;3.69;0;;;3.69;0;;;11.36;0;;;3.69;0;;;0;0;;;3.69;0;;;3.69;0;;;3.69;0;;;0;0;;;3.69;0;;;0;0;;;3.69;0;;;0;0;;;3.69;0;;;0;0;;;3.58;0;;;0;0;;;3.69;0;;;4.13;0;0;0;0;0;0;;
15097;22;0;2.89;0;;;2.89;0;;;2.89;0;;;2.89;0;;;2.89;0;;;10.56;0;;;2.89;0;;;0;0;;;2.89;0;;;2.89;0;;;2.89;0;;;0;0;;;2.89;0;;;0;0;;;2.89;0;;;0;0;;;2.89;0;;;0;0;;;2.8;0;;;0;0;;;2.89;0;;;3.24;0;0;0;0;0;0;;
